valid_from_dateeow,valid_to_dateeow,personid,age_hh,hh_child,hh_size,income,educat4,housetype,finergy_tp,lfase,business_x,huidigewaarde_klasse,business_y,aantaltegenrekeningenlaatsteq_business,aantalloginsapp_business,aantalloginsweb_business,activitystatus_business,accountoverlay,retail,aantaltegenrekeningenlaatsteq_retail,aantalloginsapp_retail,aantalloginsweb_retail,activitystatus_retail,joint,aantaltegenrekeningenlaatsteq_joint,aantalloginsapp_joint,aantalloginsweb_joint,activitystatus_joint,portofliocountstotal,birthyear,geslacht
2015-01-04,,19ee926590a5b5d9bc1d77776f87dc7f9d8d70b6,9.0,9.0,11.0,5.0,3.0,1.0,D12,7.0,2.0,7.0,1.0,,,,,,,,,,,1.0,,,,,3,1955.0,Man(nen) en vrouw(en)
2018-07-01,,002ca78261bb1b27055cdcf5c3d00be07871de45,5.0,1.0,3.0,4.0,2.0,5.0,I25,2.0,1.0,4.0,,,,,,,,,,,,,,,,,1,,
2020-11-29,,521ad92652a313cc9b249cf3f1708759f8cc0aba,8.0,9.0,10.0,5.0,3.0,1.0,A01,7.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,2,1976.0,Vrouw
2014-11-23,,b454dcbe2a24d0a26f585e36d5d51ab3a2332758,5.0,9.0,10.0,2.0,3.0,4.0,G21,6.0,1.0,4.0,,,,,,,,,,,,,,,,,1,,
2016-06-05,,8840ee6985b22c7353fa0d73014335341d206a0b,6.0,2.0,4.0,5.0,4.0,4.0,B04,3.0,2.0,9.0,1.0,21.0,38.0,0.0,4.0,,,,,,,,,,,,2,1975.0,Vrouw
2017-11-19,,7007caf0136f6e461ab73362d1aeff3b2f1ba6c5,7.0,1.0,2.0,1.0,1.0,5.0,G21,5.0,1.0,3.0,1.0,4.0,40.0,0.0,1.0,,1.0,8.0,30.0,0.0,3.0,,,,,,6,1996.0,Mannen
2017-11-19,,7007caf0136f6e461ab73362d1aeff3b2f1ba6c5,7.0,1.0,2.0,1.0,1.0,5.0,G21,5.0,1.0,3.0,1.0,4.0,40.0,0.0,1.0,,1.0,8.0,30.0,0.0,3.0,,,,,,6,1996.0,Man
2017-09-10,,7fbf5388d5f0d4a5c6028e25d978c33c151a86ee,4.0,3.0,5.0,5.0,4.0,3.0,B04,3.0,2.0,6.0,1.0,21.0,56.0,5.0,4.0,1.0,,,,,,,,,,,2,1980.0,Man
2019-07-07,,dc06257cf6a2bb8d6b26e90f8c04dfc0c0e4260f,9.0,1.0,3.0,3.0,2.0,2.0,C09,5.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1993.0,Man
2017-12-31,,2a800237f8216f97a62f34ad03f3a1d4f198e722,5.0,9.0,11.0,3.0,4.0,5.0,B04,6.0,2.0,5.0,,,,,,,,,,,,1.0,,,,,2,1977.0,Man(nen) en vrouw(en)
2020-08-09,,bfc914d54aa9738d6eefaf0f42715fc5cc53f01d,7.0,2.0,3.0,2.0,2.0,3.0,F18,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2,1999.0,Man
2019-11-17,,5aa0dc6b00922f3ed11e883063075d7106ce47dd,5.0,9.0,11.0,3.0,2.0,5.0,G22,6.0,1.0,5.0,,,,,,,,,,,,,,,,,1,,
2020-09-06,,22d304abaafdf1efcd3663ee76647fe0a72719a7,1.0,9.0,10.0,1.0,2.0,5.0,G21,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2,1994.0,Man
2020-07-19,,41d54c2680ad2827abff7eea110ca3d5dab303ea,5.0,9.0,10.0,1.0,2.0,2.0,I26,6.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,2,1968.0,Vrouw
2017-08-27,,70e87782adff1bbe0e4e5ea6ddaacb2a8074d276,5.0,9.0,11.0,4.0,4.0,4.0,F17,6.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1978.0,Man
2019-06-23,,dc8a394fbd1075967fe623c301df6ecce3b97973,8.0,9.0,10.0,5.0,3.0,4.0,B05,7.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2015-08-30,,0d7cd05f5837d545450710a1bda4c0159352e4be,13.0,9.0,11.0,3.0,2.0,4.0,E15,8.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2019-04-07,,edceecf0a3321a4022ce45a0a7c17ee711ca88d5,5.0,2.0,4.0,5.0,3.0,2.0,F16,3.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1974.0,Man
2020-01-12,,408fe5dc49cb54461310c3a9597f993f03bfb5bd,11.0,9.0,11.0,5.0,4.0,1.0,A03,8.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,2,1962.0,Vrouw
2020-11-01,,9178292592ede14c31c52c53647c1ea635447915,1.0,9.0,10.0,1.0,3.0,5.0,G22,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1997.0,Man
2019-10-06,,0470f5a581d9fc31004ab24eaf49e0cc52d28402,6.0,2.0,4.0,5.0,3.0,1.0,C07,3.0,2.0,9.0,,,,,,,1.0,19.0,45.0,1.0,3.0,1.0,34.0,129.0,1.0,4.0,2,1989.0,Man(nen) en vrouw(en)
2019-10-06,,0470f5a581d9fc31004ab24eaf49e0cc52d28402,6.0,2.0,4.0,5.0,3.0,1.0,C07,3.0,2.0,9.0,,,,,,,1.0,19.0,45.0,1.0,3.0,1.0,34.0,129.0,1.0,4.0,2,1989.0,Man
2019-07-07,,2827945074bf404c28e6e82f710ef448a7bb54d1,6.0,9.0,11.0,5.0,4.0,3.0,B04,6.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,2,1976.0,Vrouw
2018-03-18,,bd1a906359ea1fcb9320b7b349f30ce722809331,6.0,9.0,10.0,3.0,2.0,5.0,G21,6.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,1,1969.0,Man
2018-01-21,,a370b8e75464ab82103bf609d14ebc2d8e903a26,8.0,2.0,4.0,2.0,2.0,4.0,I26,5.0,1.0,5.0,,,,,,,1.0,2.0,9.0,0.0,1.0,,,,,,1,1971.0,Man
2017-11-26,,dd0d14d681eccca0b88f653c07753217221cbcac,9.0,9.0,10.0,5.0,3.0,2.0,A02,7.0,1.0,9.0,,,,,,,,,,,,,,,,,1,,
2019-03-24,,0da886108a9b0a39059b4e3b43aa98bfcf63cfcd,9.0,1.0,3.0,1.0,1.0,4.0,H23,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,2,1981.0,Vrouw
2016-09-04,,9ab2c4cd98c12d8f612236ca7928d5134b80fc89,6.0,2.0,4.0,5.0,2.0,1.0,F19,5.0,1.0,8.0,1.0,16.0,114.0,2.0,4.0,,1.0,35.0,114.0,2.0,4.0,,,,,,2,1973.0,Man
2014-11-23,,7e0477c1b8f04e858871a0844e9fe5c0b582e3de,8.0,9.0,11.0,5.0,4.0,1.0,A01,7.0,2.0,9.0,5.0,,,,,,,,,,,,,,,,6,1962.0,Man(nen) en vrouw(en)
2014-11-23,,7e0477c1b8f04e858871a0844e9fe5c0b582e3de,8.0,9.0,11.0,5.0,4.0,1.0,A01,7.0,2.0,9.0,5.0,,,,,,,,,,,,,,,,6,1959.0,Man(nen) en vrouw(en)
2016-06-12,,093cb46eb7147f2de8eb02d261ccc870e513c640,4.0,2.0,4.0,2.0,2.0,3.0,J28,3.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2020-05-31,,28bee20f2ac88e86e2feac651b9911a08d942e57,7.0,2.0,4.0,3.0,2.0,2.0,I26,5.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,2,1988.0,Man
2014-11-23,,dfdc295c7a9df187d068e3a1ac33d76093451f53,11.0,9.0,11.0,3.0,2.0,4.0,E15,8.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,1,1946.0,Vrouw
2015-09-20,,a1be36851d73788c29e77bd3236fa1aeb421bff0,5.0,3.0,5.0,5.0,4.0,3.0,B04,4.0,2.0,6.0,,,,,,,,,,,,,,,,,1,,
2017-08-06,,760b476adb1ac3ec506b658ba48123b3a61edce3,11.0,9.0,11.0,5.0,3.0,5.0,A03,8.0,1.0,9.0,,,,,,,1.0,6.0,23.0,0.0,3.0,,,,,,1,1977.0,Man
2018-03-25,,28c040825eb669e0334373b77fb95fa2cbd3c195,11.0,9.0,11.0,5.0,4.0,5.0,F19,8.0,2.0,7.0,1.0,5.0,67.0,5.0,3.0,,,,,,,,,,,,2,1964.0,Man(nen) en vrouw(en)
2014-05-25,,9e35f85ee2935bc187a6f5bfcde75d00b900195a,8.0,2.0,4.0,5.0,4.0,3.0,C06,5.0,1.0,7.0,,,,,,,,,,,,,,,,,2,,
2019-12-01,,c96ded9b1c592ef5a39f9b06518d855ea9835004,2.0,9.0,11.0,1.0,2.0,5.0,G22,1.0,1.0,3.0,,,,,,,,,,,,1.0,,,,,2,1988.0,Man(nen) en vrouw(en)
2016-11-20,,393bde36bcb0589e5327dfcffec28edf61524336,2.0,9.0,10.0,1.0,1.0,5.0,G21,1.0,1.0,1.0,,,,,,,,,,,,,,,,,2,,
2015-04-19,,ba57633fa2dab8a5164b15ab3f4d9f797f79dd43,8.0,9.0,11.0,5.0,3.0,2.0,A01,7.0,2.0,8.0,,,,,,,,,,,,,,,,,2,,
2017-05-07,,58d178488a48c69ee461a8d8d0060f8f0343d7a5,9.0,2.0,4.0,5.0,4.0,1.0,C07,5.0,2.0,7.0,1.0,,,,,1.0,,,,,,1.0,,,,,3,1957.0,Man
2017-05-07,,58d178488a48c69ee461a8d8d0060f8f0343d7a5,9.0,2.0,4.0,5.0,4.0,1.0,C07,5.0,2.0,7.0,1.0,,,,,1.0,,,,,,1.0,,,,,3,1963.0,Man(nen) en vrouw(en)
2015-05-03,,7ddf04090c9d3a367dc04ce71442f5d0270deba0,2.0,9.0,10.0,1.0,1.0,5.0,G22,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2016-05-01,,f0ff7427d24b6a89c6c43f56b81e9947562df78d,,,,,,,Z99,,5.0,0.0,1.0,1.0,0.0,0.0,2.0,,1.0,0.0,6.0,0.0,2.0,,,,,,2,1964.0,Man
2014-08-10,,50e9d1190314c75d559db1226cfda66490a16b84,3.0,9.0,11.0,2.0,2.0,5.0,G22,1.0,1.0,1.0,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,1,1987.0,Man
2016-07-31,,3e225a04fc0890920a1ec485c4557f23d12ec737,4.0,9.0,10.0,1.0,4.0,5.0,G21,6.0,1.0,5.0,,,,,,,,,,,,,,,,,1,,
2015-03-29,,e43e0b0a770de6bb40109bd43143832a90070550,8.0,9.0,11.0,5.0,4.0,4.0,B05,7.0,2.0,9.0,1.0,,,,,,1.0,,,,,,,,,,2,1958.0,Man
2017-04-02,,534dd7934fbea0889b9ed3725f5726e06df527c9,3.0,9.0,10.0,3.0,3.0,1.0,F16,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1986.0,Man
2020-03-08,,64224fa7209b607a48750c8133c446594abb9564,9.0,9.0,10.0,3.0,2.0,5.0,D11,7.0,1.0,3.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,2,1965.0,Vrouwen
2020-09-06,,0e164821e13d3a89ec8a1e5ce9fb2d529b60ff19,9.0,1.0,3.0,5.0,4.0,1.0,C07,4.0,1.0,9.0,1.0,0.0,,,,,,,,,,,,,,,2,1956.0,Man
2016-09-04,,8eaeeecbeab967c586dc250aa96f854c6df7c695,3.0,9.0,10.0,2.0,3.0,5.0,G20,1.0,1.0,3.0,,,,,,,1.0,,,,,1.0,,,,,3,1987.0,Man
2016-09-04,,8eaeeecbeab967c586dc250aa96f854c6df7c695,3.0,9.0,10.0,2.0,3.0,5.0,G20,1.0,1.0,3.0,,,,,,,1.0,,,,,1.0,,,,,3,1987.0,Man(nen) en vrouw(en)
2017-10-29,,bb8b66aae1f9d93225e72c1fe62488d98431811f,7.0,2.0,4.0,2.0,1.0,5.0,H23,5.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,1,1967.0,Vrouw
2017-01-08,,7300b2f29ac7d61dd0eee24a6e0a32c171814529,6.0,2.0,4.0,5.0,4.0,4.0,A01,5.0,2.0,9.0,2.0,8.0,372.0,0.0,4.0,,,,,,,,,,,,3,1965.0,Mannen
2017-01-08,,7300b2f29ac7d61dd0eee24a6e0a32c171814529,6.0,2.0,4.0,5.0,4.0,4.0,A01,5.0,2.0,9.0,2.0,8.0,372.0,0.0,4.0,,,,,,,,,,,,3,1973.0,Mannen
2015-12-13,,ee3fa4195b790b480825f4382fe589273108351c,8.0,1.0,3.0,3.0,2.0,2.0,C06,5.0,2.0,4.0,,,,,,,,,,,,1.0,1.0,4.0,0.0,2.0,2,1962.0,Man(nen) en vrouw(en)
2017-09-17,,f768561b90e5ed8852b177cf25fcb004ffd208b7,4.0,3.0,4.0,5.0,4.0,4.0,G22,4.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,3,1983.0,Vrouwen
2018-09-02,,1edcbe257b5c657c08f2df07e66304f50f325c23,5.0,9.0,10.0,3.0,2.0,1.0,E14,6.0,1.0,4.0,,,,,,,,,,,,1.0,,,,,2,1951.0,Man(nen) en vrouw(en)
2016-01-17,,63262f74a304f0ee9ce29df02b527b54eabeafef,7.0,9.0,11.0,5.0,2.0,3.0,C06,7.0,1.0,7.0,,,,,,,,,,,,,,,,,2,,
2015-01-25,,ce107b17588966fc2fcd7f9fd9596cfffac9519d,4.0,2.0,4.0,2.0,2.0,4.0,F18,5.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,
2020-10-04,,41215f942dd2f9b5475b63c9e3f5f144671ed5ff,6.0,3.0,5.0,3.0,2.0,3.0,C06,4.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,2000.0,Vrouw
2017-02-19,,79c22216a5f27d473775df8b60588cad47652ffd,7.0,2.0,4.0,5.0,4.0,4.0,C08,4.0,2.0,7.0,1.0,39.0,100.0,2.0,4.0,1.0,,,,,,,,,,,2,1973.0,Man(nen) en vrouw(en)
2019-10-20,,fd96ddd10bb5e00f80168c7d67bc2e0065d7547e,5.0,3.0,5.0,4.0,3.0,2.0,F16,4.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1976.0,Man
2017-11-19,,84f551e935297ceeef6550adf079238dcbb5a7e8,4.0,9.0,10.0,5.0,4.0,3.0,F18,6.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,2,1977.0,Man
2018-05-20,,3df15a0bb8ddf5efeae1c4c76583bbbff6370e2c,5.0,9.0,11.0,4.0,3.0,1.0,C07,6.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1975.0,Man
2017-03-05,,72fe81075ebf92ac231d314ab7514854eb77d22b,7.0,2.0,4.0,5.0,3.0,4.0,C06,3.0,2.0,9.0,,,,,,,,,,,,,,,,,2,,
2015-09-13,,998a7a133835f57ec3593d27d8dadabfdceaf636,,,,,,,Z99,,6.0,0.0,,,,,,,,,,,,,,,,,2,,
2014-12-21,,015b3dcf110fae04f4c4af94fff7975fcc41e16d,11.0,9.0,11.0,5.0,4.0,1.0,A03,8.0,2.0,8.0,,,,,,,,,,,,1.0,4.0,5.0,2.0,3.0,2,1948.0,Man(nen) en vrouw(en)
2018-02-25,,9a52494ee710637db6edda85d8276ac0230cf350,4.0,9.0,11.0,3.0,2.0,5.0,F18,6.0,1.0,2.0,1.0,15.0,657.0,0.0,4.0,,1.0,20.0,657.0,0.0,4.0,,,,,,2,1978.0,Man
2020-03-15,,5083cbc28bb2935f0736f2054efed510348ff371,5.0,2.0,3.0,2.0,2.0,4.0,F16,3.0,1.0,2.0,1.0,11.0,5.0,0.0,3.0,,,,,,,,,,,,2,1977.0,Vrouw
2020-08-30,,0c4d189718b226f0c879c5d2b8bfdbe59ba767ca,3.0,1.0,2.0,3.0,2.0,5.0,G20,3.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,1,1980.0,Vrouw
2014-07-13,,1c6fdf40a22ba564b8344126e2825bbbd0a5465d,5.0,9.0,10.0,2.0,4.0,5.0,G20,6.0,2.0,2.0,,,,,,,,,,,,,,,,,2,,
2020-11-08,,615747cfaa2a078f0d910fbf8a00662450a4b5b6,7.0,9.0,10.0,5.0,4.0,1.0,A01,7.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,2,1973.0,Vrouw
2018-04-01,,60dcf0e24016450f84f0a776f983de5635df835a,8.0,2.0,4.0,3.0,2.0,3.0,F18,5.0,1.0,3.0,,,,,,,,,,,,1.0,,,,,2,1990.0,Man(nen) en vrouw(en)
2019-12-01,,c760b314e146c602a0a278a0f6698f9b12bbc7d5,7.0,9.0,11.0,4.0,2.0,4.0,C06,7.0,1.0,6.0,,,,,,,,,,,,1.0,0.0,6.0,0.0,2.0,2,1966.0,Man(nen) en vrouw(en)
2014-06-29,,55bbb32fb934c86a6753a7550d135884697e5677,10.0,9.0,11.0,5.0,3.0,1.0,D12,8.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2015-06-07,,dcf105dccff289c7da4e4a666b5c15d8ec28a77a,7.0,9.0,11.0,4.0,2.0,2.0,C09,7.0,1.0,5.0,,,,,,,,,,,,,,,,,3,,
2015-03-22,,1733e0ee6c6374a49ab3c56b2c6ba578fad8cc4b,13.0,9.0,10.0,3.0,1.0,4.0,E15,8.0,1.0,3.0,,,,,,,,,,,,,,,,,3,,
2015-01-04,,5f2961897a0ac64b3d7a1cec6269e5443ec9d37a,7.0,2.0,4.0,5.0,2.0,2.0,C08,4.0,1.0,5.0,,,,,,,,,,,,1.0,1.0,6.0,0.0,2.0,2,1967.0,Man(nen) en vrouw(en)
2020-06-07,,a11ab1ecc94ea9b461a55f79b797ba03921df0ee,6.0,3.0,5.0,5.0,4.0,4.0,B04,4.0,2.0,6.0,,,,,,,,,,,,1.0,,,,,2,1973.0,Man(nen) en vrouw(en)
2019-11-10,,28d1343dcaefe0b538706f769bb8d7978a99621e,4.0,9.0,11.0,5.0,4.0,1.0,A03,6.0,1.0,10.0,,,,,,,,,,,,1.0,1.0,5.0,0.0,1.0,2,1977.0,Man(nen) en vrouw(en)
2017-07-09,,c1b53f609ce018d53d5fd5159c6b02cfa06d112c,1.0,9.0,10.0,1.0,1.0,5.0,G21,1.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2018-11-25,,d90b505319cf27bd19b782f984ba5d63b937c2a0,7.0,2.0,4.0,5.0,2.0,3.0,C06,4.0,2.0,5.0,,,,,,,,,,,,,,,,,2,,
2018-10-28,,8feb3f1f01571930222b996fdba705f802bdd005,3.0,9.0,11.0,5.0,3.0,4.0,F16,1.0,1.0,6.0,1.0,,,,,1.0,,,,,,,,,,,2,1987.0,Vrouw
2018-08-26,,2cada0bc64ea3b96ecf734faca4d0a476faa65ce,2.0,9.0,11.0,2.0,2.0,5.0,G20,1.0,1.0,2.0,,,,,,,1.0,44.0,109.0,0.0,4.0,1.0,0.0,135.0,0.0,1.0,2,1989.0,Man(nen) en vrouw(en)
2018-08-26,,2cada0bc64ea3b96ecf734faca4d0a476faa65ce,2.0,9.0,11.0,2.0,2.0,5.0,G20,1.0,1.0,2.0,,,,,,,1.0,44.0,109.0,0.0,4.0,1.0,0.0,135.0,0.0,1.0,2,1983.0,Man
2019-09-29,,1602dffbb237905db1feca6d1ffba5696b5046ff,13.0,9.0,11.0,3.0,1.0,5.0,I25,8.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2019-02-24,,9c7ede34472316cf1a688fab07e70de6936cfeff,1.0,9.0,10.0,4.0,3.0,5.0,D13,1.0,1.0,10.0,1.0,0.0,7.0,0.0,2.0,,,,,,,,,,,,2,1950.0,Vrouw
2018-07-15,,bf934c25b88e5ab8b6e07110a37310826245e03e,1.0,9.0,10.0,1.0,2.0,4.0,J28,1.0,1.0,5.0,1.0,,,,,1.0,,,,,,,,,,,2,1948.0,Man
2017-09-03,,821cfa2767dbb8ed3ec5d0716c3dc3735bb1081e,8.0,2.0,4.0,5.0,4.0,3.0,A02,4.0,2.0,9.0,1.0,,,,,1.0,,,,,,1.0,1.0,38.0,0.0,1.0,3,1961.0,Man(nen) en vrouw(en)
2017-09-03,,821cfa2767dbb8ed3ec5d0716c3dc3735bb1081e,8.0,2.0,4.0,5.0,4.0,3.0,A02,4.0,2.0,9.0,1.0,,,,,1.0,,,,,,1.0,1.0,38.0,0.0,1.0,3,1961.0,Man
2020-10-18,,de47362a98153760bae0dfd2e840ef2d9a81b27a,,,,,,,Z99,,6.0,0.0,1.0,,,,,,,,,,,,,,,,2,1967.0,Man
2020-04-19,,93b5a0835c6afc04fd360111ed6ef911b8e27654,3.0,1.0,3.0,3.0,3.0,3.0,F17,2.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,2,1987.0,Vrouw
2018-11-25,,952b2b6bdb18d02a06f47d660afabc06423004f0,7.0,1.0,2.0,2.0,2.0,5.0,I26,5.0,2.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,2,1966.0,Vrouw
2019-03-10,,e2eef21c003785cf13cd18308dc48342319fc15f,2.0,9.0,11.0,3.0,2.0,4.0,F18,1.0,1.0,5.0,1.0,24.0,76.0,0.0,4.0,1.0,,,,,,,,,,,2,1989.0,Man(nen) en vrouw(en)
2020-10-11,,f932981a3bfcebfac7706a09ada0d166f600f4d4,11.0,9.0,10.0,1.0,1.0,5.0,J28,8.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,1,1985.0,Man
2016-07-03,,7148cb747a9c54d5a10af2b5e2aab741e64a41b5,4.0,9.0,10.0,2.0,4.0,5.0,G20,6.0,2.0,3.0,1.0,,,,,1.0,,,,,,,,,,,2,1982.0,Man
2019-07-14,,c49a17a98100bcbd3e5ae85ea187837bf79635d8,6.0,2.0,4.0,5.0,2.0,4.0,C06,3.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1994.0,Man
2017-03-19,,9bd75035045180d1471b39a1c4765416acf85dc4,3.0,9.0,10.0,1.0,2.0,5.0,G21,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2017-02-12,,9bfd019022ce42612147229ec20a921863d049b0,7.0,9.0,11.0,5.0,4.0,3.0,B04,7.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,2,1976.0,Vrouw
2020-02-16,,8591e9ea1921a0f6e8434bc012b17f4f8bc53481,2.0,9.0,11.0,4.0,3.0,4.0,B04,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,2,1969.0,Man(nen) en vrouw(en)
2018-09-30,,56580b3ee023894be8f763d478493e550fe21c76,9.0,3.0,5.0,2.0,2.0,4.0,H24,5.0,2.0,3.0,,,,,,,,,,,,1.0,5.0,87.0,0.0,3.0,2,1957.0,Man(nen) en vrouw(en)
2018-12-09,,4fc1f63247b9f45f8d80b5c648a2f58d9dc6d2b9,5.0,1.0,3.0,3.0,3.0,3.0,I25,2.0,2.0,5.0,3.0,,,,,,1.0,,,,,,,,,,4,1969.0,Man
2018-08-12,,7ea557c127e6a4df423fe65230e6eec83ad76cfa,2.0,9.0,10.0,3.0,4.0,5.0,G21,1.0,2.0,3.0,,,,,,,,,,,,,,,,,2,,
2018-08-19,,692b2a1277cbed13aaf9c82edaee10133da59a3c,7.0,2.0,4.0,5.0,4.0,5.0,A01,5.0,2.0,9.0,1.0,0.0,8.0,0.0,1.0,,,,,,,,,,,,2,1964.0,Vrouw
2020-08-23,,8ec2999d85b6ce5c334614ff81ee121d9b5d759a,8.0,1.0,2.0,3.0,2.0,5.0,H23,5.0,1.0,6.0,1.0,,,,,,,,,,,1.0,,,,,3,1996.0,Man
2020-08-23,,8ec2999d85b6ce5c334614ff81ee121d9b5d759a,8.0,1.0,2.0,3.0,2.0,5.0,H23,5.0,1.0,6.0,1.0,,,,,,,,,,,1.0,,,,,3,1996.0,Man(nen) en vrouw(en)
2018-07-08,,0c986e3aa26ea7887610c7f9c30e0a2f88180d41,2.0,9.0,11.0,4.0,4.0,5.0,G20,1.0,1.0,9.0,1.0,,,,,1.0,1.0,,,,,2.0,6.0,146.0,0.0,3.0,4,1960.0,Man
2018-07-08,,0c986e3aa26ea7887610c7f9c30e0a2f88180d41,2.0,9.0,11.0,4.0,4.0,5.0,G20,1.0,1.0,9.0,1.0,,,,,1.0,1.0,,,,,2.0,6.0,146.0,0.0,3.0,4,1960.0,Man(nen) en vrouw(en)
2018-07-08,,0c986e3aa26ea7887610c7f9c30e0a2f88180d41,2.0,9.0,11.0,4.0,4.0,5.0,G20,1.0,1.0,9.0,1.0,,,,,1.0,1.0,,,,,2.0,6.0,146.0,0.0,3.0,4,1964.0,Man(nen) en vrouw(en)
2018-12-09,,fe2470509e7cbc4f5a72fd5f12a0a9f461709837,1.0,9.0,10.0,1.0,1.0,5.0,G20,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,2,1988.0,Man
2014-08-10,,51219aa963ef1bc3efafa26272500366e34c4e8e,9.0,1.0,3.0,3.0,1.0,4.0,I25,5.0,1.0,4.0,,,,,,,1.0,,,,,1.0,,,,,2,1994.0,Vrouw
2014-08-10,,51219aa963ef1bc3efafa26272500366e34c4e8e,9.0,1.0,3.0,3.0,1.0,4.0,I25,5.0,1.0,4.0,,,,,,,1.0,,,,,1.0,,,,,2,1994.0,Man(nen) en vrouw(en)
2019-03-31,,90aac1a1336b120f17ee973cbf68c805d524d6a8,4.0,9.0,10.0,3.0,2.0,2.0,C09,6.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1982.0,Man
2018-09-23,,7bc224fa372deef5dc64d162060756e532441f23,1.0,9.0,10.0,1.0,4.0,3.0,F16,1.0,2.0,3.0,1.0,,,,,1.0,,,,,,,,,,,2,1986.0,Man
2020-10-11,,745cc4106ab7a19db8872bd39d9934671155b1c8,3.0,9.0,10.0,4.0,4.0,5.0,G20,1.0,2.0,5.0,1.0,1.0,9.0,0.0,2.0,1.0,,,,,,,,,,,2,1989.0,Man
2020-06-28,,b2a4cb328cd0eb3918637044846ae6173951b4da,7.0,9.0,10.0,1.0,2.0,5.0,I25,7.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,1,1967.0,Man
2020-02-16,,7200b2e595963637606f606fa2e95621dc470927,3.0,2.0,3.0,3.0,3.0,5.0,G20,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,2,1985.0,Man
2020-08-23,,c4d8da348e03b987fd4302da39d6771568199023,9.0,9.0,10.0,2.0,2.0,5.0,I25,7.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2020-12-06,,5a44704a5c36ed480875b8f720bf1cdce5677a1b,7.0,1.0,3.0,5.0,2.0,4.0,B05,2.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,2,1966.0,Man
2020-08-02,,e645e5b31fb88b4e75fcae9d94604772dc002e55,3.0,9.0,10.0,1.0,2.0,4.0,H23,1.0,1.0,2.0,,,,,,,1.0,29.0,927.0,0.0,4.0,,,,,,1,2001.0,Man
2016-09-11,,ed566879dfdfa059906888fc425928b440753f4a,9.0,1.0,3.0,3.0,2.0,4.0,D13,5.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,
2014-08-17,,d6a618970a70418dd757b0c16a2d13682bfdb37e,1.0,9.0,10.0,1.0,3.0,5.0,G21,1.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2014-10-19,,c24cf636737963783e3dedbf83bf34673bfa88b4,3.0,9.0,10.0,3.0,3.0,5.0,G20,1.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1986.0,Man
2017-05-07,,bbdff0a8f3c83ba8589011a38545e12a3878a2d5,8.0,9.0,11.0,5.0,3.0,5.0,A03,7.0,1.0,7.0,,,,,,,1.0,,,,,,,,,,1,1966.0,Man
